Depth (ft),Density (g/cm^3),Overburden stress (psi),Hydrostatic pore pressure (psi),Overburden gradient (psi/ft),Porosity (-)
7662,2.282,6542.298638,3371.28,0.853863043,0.245882353
7663,2.279,6543.297639,3371.72,0.853881983,0.247647059
7664,2.316,6544.312858,3372.16,0.853903035,0.225882353
7665,2.302,6545.32194,3372.6,0.85392328,0.234117647
7666,2.31,6546.334529,3373.04,0.853943977,0.229411765
7667,2.29,6547.338352,3373.48,0.853963526,0.241176471
7668,2.282,6548.338667,3373.92,0.853982612,0.245882353
7669,2.295,6549.344681,3374.36,0.854002436,0.238235294
7670,2.268,6550.338859,3374.8,0.854020712,0.254117647
7671,2.282,6551.339175,3375.24,0.854039783,0.245882353
7672,2.316,6552.354394,3375.68,0.854060792,0.225882353
7673,2.308,6553.366106,3376.12,0.854081338,0.230588235
7674,2.282,6554.366422,3376.56,0.854100394,0.245882353
7675,2.27,6555.361477,3377,0.854118759,0.252941176
7676,2.264,6556.353902,3377.44,0.854136777,0.256470588
7677,2.252,6557.341067,3377.88,0.854154105,0.263529412
7678,2.246,6558.325601,3378.32,0.854171086,0.267058824
7679,2.255,6559.314081,3378.76,0.854188577,0.261764706
7680,2.214,6560.284589,3379.2,0.854203723,0.285882353
7681,2.228,6561.261233,3379.64,0.854219663,0.277647059
7682,2.188,6562.220344,3380.08,0.854233317,0.301176471
7683,2.186,6563.178577,3380.52,0.854246854,0.302352941
7684,2.146,6564.119277,3380.96,0.854258105,0.325882353
7685,2.146,6565.059977,3381.4,0.854269353,0.325882353
7686,2.186,6566.018211,3381.84,0.854282879,0.302352941
7687,2.158,6566.96417,3382.28,0.854294806,0.318823529
7688,2.154,6567.908377,3382.72,0.854306501,0.321176471
7689,2.138,6568.84557,3383.16,0.854317281,0.330588235
7690,2.126,6569.777503,3383.6,0.854327374,0.337647059
7691,2.156,6570.722586,3384.04,0.854339174,0.32
7692,2.198,6571.68608,3384.48,0.854353365,0.295294118
7693,2.164,6572.63467,3384.92,0.854365614,0.315294118
7694,2.15,6573.577123,3385.36,0.854377063,0.323529412
7695,2.11,6574.502042,3385.8,0.85438623,0.347058824
7696,2.13,6575.435728,3386.24,0.854396534,0.335294118
7697,2.148,6576.377304,3386.68,0.854407861,0.324705882
7698,2.156,6577.322388,3387.12,0.85441964,0.32
7699,2.175,6578.2758,3387.56,0.854432498,0.308823529
7700,2.174,6579.228773,3388,0.854445295,0.309411765
7701,2.168,6580.179116,3388.44,0.854457748,0.312941176
7702,2.146,6581.119816,3388.88,0.854468945,0.325882353
7703,2.146,6582.060516,3389.32,0.85448014,0.325882353
7704,2.134,6582.995955,3389.76,0.854490648,0.332941176
7705,2.12,6583.925258,3390.2,0.854500358,0.341176471
7706,2.134,6584.860698,3390.64,0.854510861,0.332941176
7707,2.148,6585.802274,3391.08,0.854522158,0.324705882
7708,2.136,6586.73859,3391.52,0.85453277,0.331764706
7709,2.15,6587.681043,3391.96,0.854544175,0.323529412
7710,2.186,6588.639277,3392.4,0.854557623,0.302352941
7711,2.164,6589.587867,3392.84,0.854569818,0.315294118
7712,2.148,6590.529443,3393.28,0.8545811,0.324705882
7713,2.148,6591.47102,3393.72,0.854592379,0.324705882
7714,2.14,6592.409089,3394.16,0.854603201,0.329411765
7715,2.142,6593.348036,3394.6,0.854614133,0.328235294
7716,2.15,6594.290489,3395.04,0.854625517,0.323529412
7717,2.166,6595.239956,3395.48,0.854637807,0.314117647
7718,2.132,6596.174518,3395.92,0.854648163,0.334117647
7719,2.174,6597.127492,3396.36,0.854660901,0.309411765
7720,2.174,6598.080465,3396.8,0.854673635,0.309411765
7721,2.134,6599.015905,3397.24,0.854684096,0.332941176
7722,2.122,6599.946084,3397.68,0.854693873,0.34
7723,2.156,6600.891167,3398.12,0.854705577,0.32
7724,2.22,6601.864305,3398.56,0.85472091,0.282352941
7725,2.254,6602.852347,3399,0.854738168,0.262352941
7726,2.303,6603.861867,3399.44,0.854758202,0.233529412
7727,2.284,6604.863059,3399.88,0.854777153,0.244705882
7728,2.287,6605.865566,3400.32,0.854796269,0.242941176
7729,2.26,6606.856238,3400.76,0.854813849,0.258823529
7730,2.212,6607.825869,3401.2,0.854828702,0.287058824
7731,2.202,6608.791116,3401.64,0.854842985,0.292941176
7732,2.19,6609.751103,3402.08,0.854856583,0.3
7733,2.1,6610.671639,3402.52,0.854865077,0.352941176
7734,2.086,6611.586038,3402.96,0.854872774,0.361176471
7735,2.162,6612.533751,3403.4,0.854884777,0.316470588
7736,2.218,6613.506012,3403.84,0.85489995,0.283529412
7737,2.206,6614.473013,3404.28,0.854914439,0.290588235
7738,2.194,6615.434753,3404.72,0.854928244,0.297647059
7739,2.22,6616.407891,3405.16,0.854943519,0.282352941
7740,2.228,6617.384535,3405.6,0.854959242,0.277647059
7741,2.246,6618.36907,3406.04,0.854975981,0.267058824
7742,2.231,6619.347029,3406.48,0.854991866,0.275882353
7743,2.199,6620.310962,3406.92,0.855005936,0.294705882
7744,2.182,6621.267442,3407.36,0.85501904,0.304705882
7745,2.122,6622.197621,3407.8,0.855028744,0.34
7746,2.092,6623.11465,3408.24,0.855036748,0.357647059
7747,2.078,6624.025542,3408.68,0.855043958,0.365882353
7748,2.11,6624.950461,3409.12,0.855052976,0.347058824
7749,2.134,6625.885901,3409.56,0.85506335,0.332941176
7750,2.186,6626.844134,3410,0.855076662,0.302352941
7751,2.266,6627.837436,3410.44,0.855094496,0.255294118
7752,2.248,6628.822847,3410.88,0.855111306,0.265882353
7753,2.268,6629.817026,3411.32,0.855129244,0.254117647
7754,2.274,6630.813834,3411.76,0.855147515,0.250588235
7755,2.239,6631.795301,3412.2,0.855163804,0.271176471
7756,2.228,6632.771945,3412.64,0.855179467,0.277647059
7757,2.208,6633.739823,3413.08,0.855193995,0.289411765
7758,2.22,6634.71296,3413.52,0.855209198,0.282352941
7759,2.25,6635.699248,3413.96,0.855226092,0.264705882
7760,2.222,6636.673263,3414.4,0.8552414,0.281176471
7761,2.22,6637.6464,3414.84,0.855256591,0.282352941
7762,2.206,6638.613401,3415.28,0.855270987,0.290588235
7763,2.215,6639.584347,3415.72,0.855285888,0.285294118
7764,2.218,6640.556608,3416.16,0.855300954,0.283529412
7765,2.23,6641.534129,3416.6,0.855316694,0.276470588
7766,2.266,6642.527431,3417.04,0.855334462,0.255294118
7767,2.292,6643.53213,3417.48,0.855353692,0.24
7768,2.256,6644.521048,3417.92,0.855370887,0.261176471
7769,2.228,6645.497692,3418.36,0.855386497,0.277647059
7770,2.206,6646.464693,3418.8,0.855400861,0.290588235
7771,2.2,6647.429064,3419.24,0.855414884,0.294117647
7772,2.175,6648.382475,3419.68,0.855427493,0.308823529
7773,2.164,6649.331065,3420.12,0.855439478,0.315294118
7774,2.116,6650.258615,3420.56,0.855448754,0.343529412
7775,2.118,6651.187041,3421,0.85545814,0.342352941
7776,2.116,6652.11459,3421.44,0.855467411,0.343529412
7777,2.134,6653.050029,3421.88,0.855477694,0.332941176
7778,2.119,6653.978894,3422.32,0.85548713,0.341764706
7779,2.138,6654.916086,3422.76,0.855497633,0.330588235
7780,2.212,6655.885717,3423.2,0.855512303,0.287058824
7781,2.204,6656.851841,3423.64,0.855526519,0.291764706
7782,2.202,6657.817089,3424.08,0.855540618,0.292941176
7783,2.226,6658.792856,3424.52,0.855556065,0.278823529
7784,2.25,6659.779144,3424.96,0.85557286,0.264705882
7785,2.258,6660.768939,3425.4,0.855590101,0.26
7786,2.252,6661.756104,3425.84,0.855607,0.263529412
7787,2.23,6662.733625,3426.28,0.855622656,0.276470588
7788,2.222,6663.70764,3426.72,0.855637858,0.281176471
7789,2.236,6664.687791,3427.16,0.855653844,0.272941176
7790,2.214,6665.658298,3427.6,0.855668588,0.285882353
7791,2.214,6666.628806,3428.04,0.855683328,0.285882353
7792,2.242,6667.611587,3428.48,0.855699639,0.269411765
7793,2.266,6668.604889,3428.92,0.855717296,0.255294118
7794,2.255,6669.593369,3429.36,0.85573433,0.261764706
7795,2.239,6670.574835,3429.8,0.85575046,0.271176471
7796,2.246,6671.55937,3430.24,0.855766979,0.267058824
7797,2.22,6672.532508,3430.68,0.855782033,0.282352941
7798,2.206,6673.499508,3431.12,0.855796295,0.290588235
7799,2.224,6674.474399,3431.56,0.855811566,0.28
7800,2.25,6675.460687,3432,0.855828293,0.264705882
7801,2.266,6676.453989,3432.44,0.855845916,0.255294118
7802,2.252,6677.441154,3432.88,0.855862747,0.263529412
7803,2.23,6678.418675,3433.32,0.855878338,0.276470588
7804,2.254,6679.406717,3433.76,0.855895274,0.262352941
7805,2.25,6680.393005,3434.2,0.85591198,0.264705882
7806,2.255,6681.381485,3434.64,0.855928963,0.261764706
7807,2.246,6682.36602,3435.08,0.855945436,0.267058824
7808,2.258,6683.355814,3435.52,0.855962579,0.26
7809,2.214,6684.326322,3435.96,0.855977247,0.285882353
7810,2.182,6685.282802,3436.4,0.855990116,0.304705882
7811,2.154,6686.227009,3436.84,0.856001409,0.321176471
7812,2.198,6687.190503,3437.28,0.856015169,0.295294118
7813,2.21,6688.159257,3437.72,0.856029599,0.288235294
7814,2.202,6689.124504,3438.16,0.856043576,0.292941176
7815,2.208,6690.092382,3438.6,0.856057886,0.289411765
7816,2.23,6691.069903,3439.04,0.856073427,0.276470588
7817,2.226,6692.04567,3439.48,0.856088739,0.278823529
7818,2.238,6693.026698,3439.92,0.85610472,0.271764706
7819,2.21,6693.995453,3440.36,0.856119127,0.288235294
7820,2.228,6694.972097,3440.8,0.856134539,0.277647059
7821,2.227,6695.948303,3441.24,0.856149892,0.278235294
7822,2.267,6696.942043,3441.68,0.856167482,0.254705882
7823,2.26,6697.932715,3442.12,0.856184675,0.258823529
7824,2.226,6698.908482,3442.56,0.856199959,0.278823529
7825,2.232,6699.88688,3443,0.856215576,0.275294118
7826,2.26,6700.877552,3443.44,0.856232756,0.258823529
7827,2.262,6701.8691,3443.88,0.856250045,0.257647059
7828,2.276,6702.866786,3444.32,0.856268113,0.249411765
7829,2.279,6703.865786,3444.76,0.856286344,0.247647059
7830,2.27,6704.860841,3445.2,0.856304067,0.252941176
7831,2.292,6705.86554,3445.64,0.856323016,0.24
7832,2.278,6706.864102,3446.08,0.856341177,0.248235294
7833,2.254,6707.852143,3446.52,0.856357991,0.262352941
7834,2.262,6708.843692,3446.96,0.856375248,0.257647059
7835,2.282,6709.844007,3447.4,0.856393619,0.245882353
7836,2.266,6710.837309,3447.84,0.856411091,0.255294118
7837,2.26,6711.82798,3448.28,0.856428223,0.258823529
7838,2.244,6712.811638,3448.72,0.856444455,0.268235294
7839,2.27,6713.806694,3449.16,0.856462137,0.252941176
7840,2.226,6714.782461,3449.6,0.856477355,0.278823529
7841,2.23,6715.759982,3450.04,0.856492792,0.276470588
7842,2.232,6716.73838,3450.48,0.856508337,0.275294118
7843,2.218,6717.710641,3450.92,0.856523096,0.283529412
7844,2.218,6718.682902,3451.36,0.856537851,0.283529412
7845,2.2,6719.647273,3451.8,0.856551596,0.294117647
7846,2.166,6720.596739,3452.24,0.856563439,0.314117647
7847,2.178,6721.551466,3452.68,0.856575948,0.307058824
7848,2.198,6722.51496,3453.12,0.856589572,0.295294118
7849,2.234,6723.494235,3453.56,0.856605203,0.274117647
7850,2.268,6724.488413,3454,0.856622728,0.254117647
7851,2.316,6725.503633,3454.44,0.856642929,0.225882353
7852,2.326,6726.523235,3454.88,0.856663683,0.22
7853,2.342,6727.549852,3455.32,0.856685324,0.210588235
7854,2.378,6728.592249,3455.76,0.85670897,0.189411765
7855,2.32,6729.609221,3456.2,0.856729373,0.223529412
7856,2.286,6730.61129,3456.64,0.856747873,0.243529412
7857,2.266,6731.604592,3457.08,0.856765253,0.255294118
7858,2.334,6732.627701,3457.52,0.856786422,0.215294118
7859,2.332,6733.649934,3457.96,0.856807473,0.216470588
7860,2.294,6734.65551,3458.4,0.856826401,0.238823529
7861,2.286,6735.657579,3458.84,0.856844877,0.243529412
7862,2.308,6736.669291,3459.28,0.856864575,0.230588235
7863,2.33,6737.690647,3459.72,0.856885495,0.217647059
7864,2.36,6738.725154,3460.16,0.856908082,0.2
7865,2.336,6739.74914,3460.6,0.856929325,0.214117647
7866,2.338,6740.774003,3461.04,0.856950674,0.212941176
7867,2.318,6741.790099,3461.48,0.856970904,0.224705882
7868,2.328,6742.810578,3461.92,0.856991685,0.218823529
7869,2.351,6743.84114,3462.36,0.857013743,0.205294118
7870,2.318,6744.857236,3462.8,0.857033956,0.224705882
7871,2.298,6745.864565,3463.24,0.857053051,0.236470588
7872,2.31,6746.877154,3463.68,0.857072809,0.229411765
7873,2.326,6747.896757,3464.12,0.857093453,0.22
7874,2.326,6748.91636,3464.56,0.857114092,0.22
7875,2.33,6749.937716,3465,0.857134948,0.217647059
7876,2.36,6750.972222,3465.44,0.857157469,0.2
7877,2.359,6752.006291,3465.88,0.857179928,0.200588235
7878,2.3,6753.014496,3466.32,0.857199098,0.235294118
7879,2.306,6754.025332,3466.76,0.857218598,0.231764706
7880,2.324,6755.044058,3467.2,0.857239094,0.221176471
7881,2.338,6756.068921,3467.64,0.857260363,0.212941176
7882,2.326,6757.088524,3468.08,0.85728096,0.22
7883,2.33,6758.10988,3468.52,0.857301773,0.217647059
7884,2.332,6759.132113,3468.96,0.857322693,0.216470588
7885,2.328,6760.152592,3469.4,0.857343385,0.218823529
7886,2.332,6761.174825,3469.84,0.857364294,0.216470588
7887,2.364,6762.211085,3470.28,0.857386977,0.197647059
7888,2.342,6763.237702,3470.72,0.857408431,0.210588235
7889,2.316,6764.252921,3471.16,0.857428435,0.225882353
7890,2.314,6765.267263,3471.6,0.857448322,0.227058824
7891,2.34,6766.293003,3472.04,0.857469649,0.211764706
7892,2.35,6767.323126,3472.48,0.857491526,0.205882353
7893,2.346,6768.351496,3472.92,0.857513176,0.208235294
7894,2.346,6769.379866,3473.36,0.85753482,0.208235294
7895,2.338,6770.404729,3473.8,0.857556014,0.212941176
7896,2.358,6771.438359,3474.24,0.857578313,0.201176471
7897,2.302,6772.447441,3474.68,0.857597498,0.234117647
7898,2.3,6773.455647,3475.12,0.857616567,0.235294118
7899,2.354,6774.487523,3475.56,0.857638628,0.203529412
7900,2.342,6775.51414,3476,0.857660018,0.210588235
7901,2.362,6776.549523,3476.44,0.857682511,0.198823529
7902,2.392,6777.598057,3476.88,0.857706664,0.181176471
7903,2.38,6778.641331,3477.32,0.857730144,0.188235294
7904,2.356,6779.674084,3477.76,0.857752288,0.202352941
7905,2.344,6780.701577,3478.2,0.857773761,0.209411765
7906,2.312,6781.715043,3478.64,0.857793453,0.228235294
7907,2.318,6782.731139,3479.08,0.857813474,0.224705882
7908,2.322,6783.748988,3479.52,0.857833711,0.222352941
7909,2.34,6784.774728,3479.96,0.857854941,0.211764706
7910,2.326,6785.794331,3480.4,0.857875389,0.22
7911,2.278,6786.792892,3480.84,0.857893173,0.248235294
7912,2.294,6787.798468,3481.28,0.857911839,0.238823529
7913,2.306,6788.809304,3481.72,0.857931164,0.231764706
7914,2.32,6789.826276,3482.16,0.857951261,0.223529412
7915,2.34,6790.852016,3482.6,0.857972459,0.211764706
7916,2.342,6791.878632,3483.04,0.857993764,0.210588235
7917,2.334,6792.901742,3483.48,0.858014619,0.215294118
7918,2.358,6793.935372,3483.92,0.858036799,0.201176471
7919,2.35,6794.965495,3484.36,0.85805853,0.205882353
7920,2.306,6795.976331,3484.8,0.85807782,0.231764706
7921,2.268,6796.970509,3485.24,0.858095002,0.254117647
7922,2.268,6797.964688,3485.68,0.85811218,0.254117647
7923,2.302,6798.97377,3486.12,0.858131234,0.234117647
7924,2.342,6800.000387,3486.56,0.858152497,0.210588235
7925,2.352,6801.031386,3487,0.858174307,0.204705882
7926,2.332,6802.053619,3487.44,0.858195006,0.216470588
7927,2.332,6803.075852,3487.88,0.8582157,0.216470588
7928,2.303,6804.085373,3488.32,0.858234785,0.233529412
7929,2.308,6805.097085,3488.76,0.858254141,0.230588235
7930,2.36,6806.131592,3489.2,0.858276367,0.2
7931,2.334,6807.154701,3489.64,0.858297151,0.215294118
7932,2.348,6808.183948,3490.08,0.858318702,0.207058824
7933,2.306,6809.194784,3490.52,0.858337928,0.231764706
7934,2.29,6810.198606,3490.96,0.858356265,0.241176471
7935,2.32,6811.215579,3491.4,0.858376254,0.223529412
7936,2.322,6812.233428,3491.84,0.858396349,0.222352941
7937,2.332,6813.255661,3492.28,0.858416991,0.216470588
7938,2.336,6814.279647,3492.72,0.858437849,0.214117647
7939,2.334,6815.302757,3493.16,0.858458591,0.215294118
7940,2.342,6816.329373,3493.6,0.85847977,0.210588235
7941,2.35,6817.359496,3494.04,0.858501385,0.205882353
7942,2.348,6818.388743,3494.48,0.858522884,0.207058824
7943,2.3,6819.396948,3494.92,0.858541728,0.235294118
7944,2.33,6820.418304,3495.36,0.858562224,0.217647059
7945,2.318,6821.4344,3495.8,0.858582052,0.224705882
7946,2.342,6822.461017,3496.24,0.858603199,0.210588235
7947,2.346,6823.489386,3496.68,0.858624561,0.208235294
7948,2.348,6824.518633,3497.12,0.858646028,0.207058824
7949,2.308,6825.530345,3497.56,0.858665284,0.230588235
7950,2.256,6826.519264,3498,0.858681668,0.261176471
7951,2.27,6827.514319,3498.44,0.85869882,0.252941176
7952,2.326,6828.533922,3498.88,0.858719055,0.22
7953,2.33,6829.555278,3499.32,0.858739504,0.217647059
7954,2.318,6830.571374,3499.76,0.858759288,0.224705882
7955,2.352,6831.602373,3500.2,0.858780939,0.204705882
7956,2.336,6832.62636,3500.64,0.858801704,0.214117647
7957,2.33,6833.647716,3501.08,0.858822133,0.217647059
7958,2.334,6834.670825,3501.52,0.858842778,0.215294118
7959,2.306,6835.681661,3501.96,0.858861875,0.231764706
7960,2.298,6836.68899,3502.4,0.858880526,0.236470588
7961,2.306,6837.699826,3502.84,0.858899614,0.231764706
7962,2.282,6838.700141,3503.28,0.858917375,0.245882353
7963,2.306,6839.710977,3503.72,0.858936453,0.231764706
7964,2.34,6840.736717,3504.16,0.858957398,0.211764706
7965,2.34,6841.762456,3504.6,0.858978337,0.211764706
7966,2.328,6842.782936,3505.04,0.858998611,0.218823529
7967,2.27,6843.777991,3505.48,0.859015689,0.252941176
7968,2.286,6844.78006,3505.92,0.859033642,0.243529412
7969,2.303,6845.78958,3506.36,0.859052526,0.233529412
7970,2.336,6846.813567,3506.8,0.85907322,0.214117647
7971,2.322,6847.831416,3507.24,0.85909314,0.222352941
7972,2.318,6848.847512,3507.68,0.859112834,0.224705882
7973,2.334,6849.870622,3508.12,0.859133403,0.215294118
7974,2.324,6850.889348,3508.56,0.859153417,0.221176471
7975,2.324,6851.908074,3509,0.859173426,0.221176471
7976,2.338,6852.932937,3509.44,0.8591942,0.212941176
7977,2.316,6853.948156,3509.88,0.859213759,0.225882353
7978,2.33,6854.969512,3510.32,0.859234083,0.217647059
7979,2.346,6855.997882,3510.76,0.85925528,0.208235294
7980,2.322,6857.015731,3511.2,0.859275154,0.222352941
7981,2.338,6858.040594,3511.64,0.859295902,0.212941176
7982,2.374,6859.081238,3512.08,0.859318622,0.191764706
7983,2.384,6860.126265,3512.52,0.859341885,0.185882353
7984,2.372,6861.166032,3512.96,0.859364483,0.192941176
7985,2.35,6862.196155,3513.4,0.859385868,0.205882353
7986,2.342,6863.222771,3513.84,0.859406808,0.210588235
7987,2.343,6864.249826,3514.28,0.859427798,0.21
7988,2.391,6865.297921,3514.72,0.859451417,0.181764706
7989,2.388,6866.344702,3515.16,0.859474866,0.183529412
7990,2.382,6867.388852,3515.6,0.859497979,0.187058824
7991,2.354,6868.420729,3516.04,0.859519551,0.203529412
7992,2.334,6869.443838,3516.48,0.85954002,0.215294118
7993,2.356,6870.476592,3516.92,0.85956169,0.202352941
7994,2.362,6871.511975,3517.36,0.859583685,0.198823529
7995,2.36,6872.546482,3517.8,0.859605564,0.2
7996,2.346,6873.574851,3518.24,0.85962667,0.208235294
7997,2.342,6874.601468,3518.68,0.859647551,0.210588235
7998,2.364,6875.637728,3519.12,0.859669633,0.197647059
7999,2.378,6876.680125,3519.56,0.859692477,0.189411765
8000,2.394,6877.729535,3520,0.859716192,0.18
8001,2.362,6878.764919,3520.44,0.859738148,0.198823529
8002,2.332,6879.787152,3520.88,0.859758454,0.216470588
8003,2.358,6880.820782,3521.32,0.85978018,0.201176471
8004,2.364,6881.857042,3521.76,0.859802229,0.197647059
8005,2.366,6882.894179,3522.2,0.859824382,0.196470588
8006,2.356,6883.926932,3522.64,0.859845982,0.202352941
8007,2.334,6884.950041,3523.08,0.859866372,0.215294118
8008,2.376,6885.991562,3523.52,0.859889056,0.190588235
8009,2.38,6887.034835,3523.96,0.859911953,0.188235294
8010,2.372,6888.074602,3524.4,0.859934407,0.192941176
8011,2.396,6889.124889,3524.84,0.859958169,0.178823529
8012,2.407,6890.179999,3525.28,0.859982526,0.172352941
8013,2.394,6891.229409,3525.72,0.860006166,0.18
8014,2.388,6892.27619,3526.16,0.860029472,0.183529412
8015,2.366,6893.313326,3526.6,0.860051569,0.196470588
8016,2.354,6894.345203,3527.04,0.860073004,0.203529412
8017,2.342,6895.371819,3527.48,0.860093778,0.210588235
8018,2.334,6896.394929,3527.92,0.860114109,0.215294118
8019,2.324,6897.413655,3528.36,0.860133889,0.221176471
8020,2.319,6898.430189,3528.8,0.86015339,0.224117647
8021,2.298,6899.437518,3529.24,0.860171739,0.236470588
8022,2.32,6900.454491,3529.68,0.860191285,0.223529412
8023,2.319,6901.471025,3530.12,0.860210772,0.224117647
8024,2.308,6902.482738,3530.56,0.860229653,0.230588235
8025,2.306,6903.493573,3531,0.86024842,0.231764706
8026,2.318,6904.509669,3531.44,0.860267838,0.224705882
8027,2.334,6905.532779,3531.88,0.860288125,0.215294118
8028,2.306,6906.543615,3532.32,0.860306878,0.231764706
8029,2.288,6907.54656,3532.76,0.860324643,0.242352941
8030,2.284,6908.547752,3533.2,0.860342186,0.244705882
8031,2.3,6909.555958,3533.64,0.860360597,0.235294118
8032,2.324,6910.574684,3534.08,0.860380314,0.221176471
8033,2.35,6911.604807,3534.52,0.860401445,0.205882353
8034,2.355,6912.637122,3534.96,0.860422843,0.202941176
8035,2.338,6913.661985,3535.4,0.860443309,0.212941176
8036,2.322,6914.679834,3535.84,0.860462896,0.222352941
8037,2.33,6915.70119,3536.28,0.860482915,0.217647059
8038,2.348,6916.730437,3536.72,0.860503911,0.207058824
8039,2.306,6917.741273,3537.16,0.860522611,0.231764706
8040,2.322,6918.759122,3537.6,0.860542179,0.222352941
8041,2.354,6919.790999,3538.04,0.860563487,0.203529412
8042,2.36,6920.825505,3538.48,0.860585116,0.2
8043,2.33,6921.846861,3538.92,0.860605105,0.217647059
8044,2.33,6922.868218,3539.36,0.860625089,0.217647059
8045,2.31,6923.880807,3539.8,0.860643978,0.229411765
8046,2.306,6924.891642,3540.24,0.860662645,0.231764706
8047,2.282,6925.891958,3540.68,0.86068,0.245882353
8048,2.282,6926.892273,3541.12,0.86069735,0.245882353
8049,2.266,6927.885575,3541.56,0.860713825,0.255294118
8050,2.254,6928.873616,3542,0.860729642,0.262352941
8051,2.29,6929.877439,3542.44,0.860747415,0.241176471
8052,2.308,6930.889151,3542.88,0.860766164,0.230588235
8053,2.318,6931.905247,3543.32,0.860785452,0.224705882
8054,2.334,6932.928357,3543.76,0.860805607,0.215294118
8055,2.372,6933.968123,3544.2,0.860827824,0.192941176
8056,2.342,6934.99474,3544.64,0.860848404,0.210588235
8057,2.367,6936.032315,3545.08,0.860870338,0.195882353
8058,2.362,6937.067698,3545.52,0.860891995,0.198823529
8059,2.34,6938.093438,3545.96,0.86091245,0.211764706
8060,2.296,6939.09989,3546.4,0.860930507,0.237647059
8061,2.296,6940.106342,3546.84,0.86094856,0.237647059
8062,2.3,6941.114548,3547.28,0.860966826,0.235294118
8063,2.308,6942.126261,3547.72,0.860985522,0.230588235
8064,2.314,6943.140603,3548.16,0.861004539,0.227058824
8065,2.324,6944.159329,3548.6,0.861024095,0.221176471
8066,2.316,6945.174548,3549.04,0.861043212,0.225882353
8067,2.316,6946.189768,3549.48,0.861062324,0.225882353
8068,2.324,6947.208494,3549.92,0.861081866,0.221176471
8069,2.327,6948.228535,3550.36,0.861101566,0.219411765
8070,2.33,6949.249891,3550.8,0.861121424,0.217647059
8071,2.336,6950.273877,3551.24,0.861141603,0.214117647
8072,2.338,6951.29874,3551.68,0.861161886,0.212941176
8073,2.306,6952.309576,3552.12,0.861180426,0.231764706
8074,2.308,6953.321288,3552.56,0.86119907,0.230588235
8075,2.29,6954.325111,3553,0.861216732,0.241176471
8076,2.284,6955.326303,3553.44,0.861234064,0.244705882
8077,2.3,6956.334508,3553.88,0.861252261,0.235294118
8078,2.318,6957.350604,3554.32,0.861271429,0.224705882
8079,2.346,6958.378974,3554.76,0.861292112,0.208235294
8080,2.324,6959.3977,3555.2,0.861311597,0.221176471
8081,2.276,6960.395385,3555.64,0.861328472,0.249411765
8082,2.218,6961.367646,3556.08,0.861342198,0.283529412
8083,2.212,6962.337277,3556.52,0.861355595,0.287058824
8084,2.238,6963.318305,3556.96,0.861370399,0.271764706
8085,2.246,6964.30284,3557.4,0.861385633,0.267058824
8086,2.244,6965.286498,3557.84,0.861400754,0.268235294
8087,2.254,6966.274539,3558.28,0.861416414,0.262352941
8088,2.236,6967.254691,3558.72,0.861431094,0.272941176
8089,2.202,6968.219938,3559.16,0.861443929,0.292941176
8090,2.22,6969.193075,3559.6,0.861457735,0.282352941
8091,2.29,6970.196898,3560.04,0.86147533,0.241176471
8092,2.318,6971.212994,3560.48,0.861494438,0.224705882
8093,2.278,6972.211556,3560.92,0.861511375,0.248235294
8094,2.282,6973.211871,3561.36,0.861528524,0.245882353
8095,2.286,6974.21394,3561.8,0.861545885,0.243529412
8096,2.294,6975.219515,3562.24,0.861563675,0.238823529
8097,2.27,6976.21457,3562.68,0.861580162,0.252941176
8098,2.262,6977.206119,3563.12,0.861596211,0.257647059
8099,2.3,6978.214324,3563.56,0.861614313,0.235294118
8100,2.286,6979.216393,3564,0.861631653,0.243529412
8101,2.262,6980.207941,3564.44,0.861647691,0.257647059
8102,2.276,6981.205627,3564.88,0.861664481,0.249411765
8103,2.294,6982.211202,3565.32,0.861682241,0.238823529
8104,2.242,6983.193984,3565.76,0.861697185,0.269411765
8105,2.258,6984.183778,3566.2,0.861712989,0.26
8106,2.284,6985.184971,3566.64,0.861730196,0.244705882
8107,2.296,6986.191423,3567.08,0.861748048,0.237647059
8108,2.294,6987.196998,3567.52,0.861765787,0.238823529
8109,2.282,6988.197314,3567.96,0.861782873,0.245882353
8110,2.308,6989.209026,3568.4,0.86180136,0.230588235
8111,2.354,6990.240903,3568.84,0.861822328,0.203529412
8112,2.332,6991.263136,3569.28,0.861842103,0.216470588
8113,2.31,6992.275725,3569.72,0.861860683,0.229411765
8114,2.25,6993.262013,3570.16,0.861876018,0.264705882
8115,2.232,6994.240411,3570.6,0.861890377,0.275294118
8116,2.316,6995.25563,3571.04,0.861909269,0.225882353
8117,2.33,6996.276986,3571.48,0.861928913,0.217647059
8118,2.358,6997.310616,3571.92,0.861950064,0.201176471
8119,2.328,6998.331096,3572.36,0.861969589,0.218823529
8120,2.298,6999.338424,3572.8,0.861987491,0.236470588
8121,2.27,7000.33348,3573.24,0.862003876,0.252941176
8122,2.294,7001.339055,3573.68,0.862021553,0.238823529
8123,2.294,7002.344631,3574.12,0.862039226,0.238823529
8124,2.247,7003.329604,3574.56,0.862054358,0.266470588
8125,2.268,7004.323782,3575,0.862070619,0.254117647
8126,2.202,7005.28903,3575.44,0.862083316,0.292941176
8127,2.174,7006.242003,3575.88,0.8620945,0.309411765
8128,2.186,7007.200237,3576.32,0.862106328,0.302352941
