Depth (ft),Density (g/cm^3),Overburden stress (psi),Hydrostatic pore pressure (psi),Overburden gradient (psi/ft),Porosity (-)
8129,2.218,7008.172498,3576.76,0.862119879,0.283529412
8130,2.204,7009.138622,3577.2,0.862132672,0.291764706
8131,2.154,7010.082828,3577.64,0.862142766,0.321176471
8132,2.234,7011.062103,3578.08,0.86215717,0.274117647
8133,2.344,7012.089596,3578.52,0.862177499,0.209411765
8134,2.332,7013.111829,3578.96,0.862197176,0.216470588
8135,2.318,7014.127925,3579.4,0.862216094,0.224705882
8136,2.308,7015.139637,3579.84,0.862234469,0.230588235
8137,2.314,7016.15398,3580.28,0.862253162,0.227058824
8138,2.33,7017.175336,3580.72,0.862272713,0.217647059
8139,2.308,7018.187048,3581.16,0.862291074,0.230588235
8140,2.334,7019.210158,3581.6,0.86231083,0.215294118
8141,2.346,7020.238528,3582.04,0.862331228,0.208235294
8142,2.274,7021.235336,3582.48,0.862347745,0.250588235
8143,2.254,7022.223378,3582.92,0.86236318,0.262352941
8144,2.27,7023.218433,3583.36,0.862379474,0.252941176
8145,2.312,7024.231899,3583.8,0.862398023,0.228235294
8146,2.332,7025.254132,3584.24,0.862417644,0.216470588
8147,2.3,7026.262337,3584.68,0.862435539,0.235294118
8148,2.33,7027.283693,3585.12,0.862455043,0.217647059
8149,2.244,7028.267351,3585.56,0.862469917,0.268235294
8150,2.294,7029.272927,3586,0.862487476,0.238823529
8151,2.359,7030.306995,3586.44,0.862508526,0.200588235
8152,2.343,7031.33405,3586.88,0.862528711,0.21
8153,2.298,7032.341379,3587.32,0.862546471,0.236470588
8154,2.298,7033.348708,3587.76,0.862564227,0.236470588
8155,2.27,7034.343763,3588.2,0.862580474,0.252941176
8156,2.254,7035.331805,3588.64,0.862595856,0.262352941
8157,2.27,7036.32686,3589.08,0.862612095,0.252941176
8158,2.254,7037.314901,3589.52,0.86262747,0.262352941
8159,2.223,7038.289354,3589.96,0.862641176,0.280588235
8160,2.202,7039.254601,3590.4,0.86265375,0.292941176
8161,2.256,7040.24352,3590.84,0.862669222,0.261176471
8162,2.288,7041.246465,3591.28,0.862686408,0.242352941
8163,2.308,7042.258177,3591.72,0.862704665,0.230588235
8164,2.3,7043.266383,3592.16,0.862722487,0.235294118
8165,2.268,7044.260562,3592.6,0.862738587,0.254117647
8166,2.256,7045.24948,3593.04,0.862754039,0.261176471
8167,2.308,7046.261192,3593.48,0.862772278,0.230588235
8168,2.342,7047.287809,3593.92,0.862792337,0.210588235
8169,2.344,7048.315302,3594.36,0.862812499,0.209411765
8170,2.366,7049.352438,3594.8,0.862833836,0.196470588
8171,2.374,7050.393082,3595.24,0.862855597,0.191764706
8172,2.33,7051.414438,3595.68,0.862874992,0.217647059
8173,2.334,7052.437548,3596.12,0.862894598,0.215294118
8174,2.346,7053.465917,3596.56,0.862914842,0.208235294
8175,2.374,7054.506561,3597,0.862936582,0.191764706
8176,2.322,7055.52441,3597.44,0.86295553,0.222352941
8177,2.324,7056.543136,3597.88,0.862974579,0.221176471
8178,2.332,7057.565369,3598.32,0.862994053,0.216470588
8179,2.332,7058.587602,3598.76,0.863013523,0.216470588
8180,2.358,7059.621232,3599.2,0.86303438,0.201176471
8181,2.343,7060.648287,3599.64,0.863054429,0.21
8182,2.37,7061.687177,3600.08,0.86307592,0.194117647
8183,2.402,7062.740094,3600.52,0.863099119,0.175294118
8184,2.388,7063.786875,3600.96,0.863121563,0.183529412
8185,2.394,7064.836285,3601.4,0.863144323,0.18
8186,2.364,7065.872546,3601.84,0.863165471,0.197647059
8187,2.29,7066.876368,3602.28,0.863182651,0.241176471
8188,2.308,7067.88808,3602.72,0.863200791,0.230588235
8189,2.286,7068.890149,3603.16,0.863217749,0.243529412
8190,2.264,7069.882574,3603.6,0.863233526,0.256470588
8191,2.286,7070.884643,3604.04,0.863250475,0.243529412
8192,2.32,7071.901615,3604.48,0.86326924,0.223529412
8193,2.334,7072.924725,3604.92,0.86328875,0.215294118
8194,2.334,7073.947834,3605.36,0.863308254,0.215294118
8195,2.343,7074.974889,3605.8,0.863328235,0.21
8196,2.38,7076.018163,3606.24,0.863350191,0.188235294
8197,2.367,7077.055738,3606.68,0.863371445,0.195882353
8198,2.354,7078.087615,3607.12,0.863392,0.203529412
8199,2.346,7079.115984,3607.56,0.863412122,0.208235294
8200,2.364,7080.152244,3608,0.863433201,0.197647059
8201,2.342,7081.178861,3608.44,0.863453098,0.210588235
8202,2.338,7082.203724,3608.88,0.863472778,0.212941176
8203,2.31,7083.216313,3609.32,0.863490956,0.229411765
8204,2.302,7084.225395,3609.76,0.863508702,0.234117647
8205,2.312,7085.238861,3610.2,0.863526979,0.228235294
8206,2.33,7086.260217,3610.64,0.863546212,0.217647059
8207,2.39,7087.307874,3611.08,0.863568646,0.182352941
8208,2.403,7088.36123,3611.52,0.863591768,0.174705882
8209,2.372,7089.400997,3611.96,0.863613229,0.192941176
8210,2.356,7090.43375,3612.4,0.863633831,0.202352941
8211,2.31,7091.446339,3612.84,0.863651972,0.229411765
8212,2.326,7092.465942,3613.28,0.863670962,0.22
8213,2.326,7093.485545,3613.72,0.863689948,0.22
8214,2.332,7094.507778,3614.16,0.86370925,0.216470588
8215,2.282,7095.508093,3614.6,0.863725879,0.245882353
8216,2.278,7096.506655,3615.04,0.86374229,0.248235294
8217,2.246,7097.49119,3615.48,0.86375699,0.267058824
8218,2.278,7098.489752,3615.92,0.863773394,0.248235294
8219,2.254,7099.477793,3616.36,0.863788514,0.262352941
8220,2.266,7100.471095,3616.8,0.863804269,0.255294118
8221,2.25,7101.457383,3617.24,0.863819168,0.264705882
8222,2.274,7102.454192,3617.68,0.863835343,0.250588235
8223,2.274,7103.451,3618.12,0.863851514,0.250588235
8224,2.266,7104.444302,3618.56,0.863867255,0.255294118
8225,2.267,7105.438042,3619,0.863883045,0.254705882
8226,2.25,7106.42433,3619.44,0.863897925,0.264705882
8227,2.279,7107.423331,3619.88,0.863914347,0.247647059
8228,2.282,7108.423646,3620.32,0.863930924,0.245882353
8229,2.282,7109.423961,3620.76,0.863947498,0.245882353
8230,2.29,7110.427783,3621.2,0.863964494,0.241176471
8231,2.294,7111.433359,3621.64,0.863981698,0.238823529
8232,2.268,7112.427537,3622.08,0.863997514,0.254117647
8233,2.3,7113.435743,3622.52,0.86401503,0.235294118
8234,2.302,7114.444825,3622.96,0.864032648,0.234117647
8235,2.334,7115.467935,3623.4,0.864051965,0.215294118
8236,2.322,7116.485784,3623.84,0.864070639,0.222352941
8237,2.322,7117.503634,3624.28,0.864089308,0.222352941
8238,2.294,7118.509209,3624.72,0.864106483,0.238823529
8239,2.312,7119.522675,3625.16,0.864124612,0.228235294
8240,2.334,7120.545785,3625.6,0.864143906,0.215294118
8241,2.362,7121.581168,3626.04,0.864164685,0.198823529
8242,2.356,7122.613921,3626.48,0.86418514,0.202352941
8243,2.362,7123.649305,3626.92,0.864205909,0.198823529
8244,2.37,7124.688195,3627.36,0.864227098,0.194117647
8245,2.326,7125.707798,3627.8,0.864245943,0.22
8246,2.312,7126.721263,3628.24,0.864264039,0.228235294
8247,2.334,7127.744373,3628.68,0.8642833,0.215294118
8248,2.342,7128.770989,3629.12,0.864302981,0.210588235
8249,2.294,7129.776565,3629.56,0.864320107,0.238823529
8250,2.31,7130.789154,3630,0.864338079,0.229411765
8251,2.362,7131.824537,3630.44,0.86435881,0.198823529
8252,2.416,7132.883592,3630.88,0.864382403,0.167058824
8253,2.378,7133.925989,3631.32,0.864403973,0.189411765
8254,2.37,7134.964879,3631.76,0.864425113,0.194117647
8255,2.35,7135.995002,3632.2,0.864445185,0.205882353
8256,2.342,7137.021618,3632.64,0.864464828,0.210588235
8257,2.294,7138.027194,3633.08,0.864481918,0.238823529
8258,2.346,7139.055564,3633.52,0.864501764,0.208235294
8259,2.378,7140.097961,3633.96,0.864523303,0.189411765
8260,2.338,7141.122824,3634.4,0.864542715,0.212941176
8261,2.34,7142.148563,3634.84,0.864562228,0.211764706
8262,2.326,7143.168166,3635.28,0.864580993,0.22
8263,2.364,7144.204426,3635.72,0.86460177,0.197647059
8264,2.338,7145.229289,3636.16,0.864621163,0.212941176
8265,2.324,7146.248015,3636.6,0.864639808,0.221176471
8266,2.27,7147.24307,3637.04,0.864655586,0.252941176
8267,2.318,7148.259166,3637.48,0.864673904,0.224705882
8268,2.334,7149.282276,3637.92,0.864693067,0.215294118
8269,2.32,7150.299248,3638.36,0.864711482,0.223529412
8270,2.239,7151.280715,3638.8,0.8647256,0.271176471
8271,2.256,7152.269633,3639.24,0.864740616,0.261176471
8272,2.318,7153.285729,3639.68,0.864758913,0.224705882
8273,2.338,7154.310592,3640.12,0.864778266,0.212941176
8274,2.359,7155.34466,3640.56,0.864798726,0.200588235
8275,2.41,7156.401084,3641,0.864821883,0.170588235
8276,2.38,7157.444358,3641.44,0.864843446,0.188235294
8277,2.374,7158.485002,3641.88,0.864864685,0.191764706
8278,2.36,7159.519508,3642.32,0.864885179,0.2
8279,2.358,7160.553138,3642.76,0.864905561,0.201176471
8280,2.352,7161.584138,3643.2,0.864925621,0.204705882
8281,2.322,7162.601988,3643.64,0.864944087,0.222352941
8282,2.338,7163.626851,3644.08,0.864963397,0.212941176
8283,2.388,7164.673631,3644.52,0.864985347,0.183529412
8284,2.406,7165.728302,3644.96,0.865008245,0.172941176
8285,2.434,7166.795246,3645.4,0.865032619,0.156470588
8286,2.382,7167.839397,3645.84,0.865054236,0.187058824
8287,2.338,7168.86426,3646.28,0.86507352,0.212941176
8288,2.308,7169.875972,3646.72,0.865091213,0.230588235
8289,2.306,7170.886808,3647.16,0.865108796,0.231764706
8290,2.342,7171.913424,3647.6,0.865128278,0.210588235
8291,2.366,7172.950561,3648.04,0.865149024,0.196470588
8292,2.34,7173.976301,3648.48,0.865168391,0.211764706
8293,2.338,7175.001164,3648.92,0.865187648,0.212941176
8294,2.33,7176.02252,3649.36,0.865206477,0.217647059
8295,2.292,7177.027219,3649.8,0.865223293,0.24
8296,2.306,7178.038054,3650.24,0.865240846,0.231764706
8297,2.283,7179.038808,3650.68,0.865257178,0.245294118
8298,2.274,7180.035617,3651.12,0.865273032,0.250588235
8299,2.262,7181.027165,3651.56,0.865288247,0.257647059
8300,2.234,7182.00644,3652,0.865301981,0.274117647
8301,2.268,7183.000618,3652.44,0.865317506,0.254117647
8302,2.242,7183.983399,3652.88,0.865331655,0.269411765
8303,2.194,7184.94514,3653.32,0.865343266,0.297647059
8304,2.17,7185.89636,3653.76,0.865353608,0.311764706
8305,2.158,7186.84232,3654.2,0.865363314,0.318823529
8306,2.23,7187.819841,3654.64,0.865376817,0.276470588
8307,2.286,7188.82191,3655.08,0.865393272,0.243529412
8308,2.246,7189.806444,3655.52,0.865407612,0.267058824
8309,2.236,7190.786596,3655.96,0.865421422,0.272941176
8310,2.23,7191.764117,3656.4,0.865434912,0.276470588
8311,2.186,7192.722351,3656.84,0.865446078,0.302352941
8312,2.274,7193.719159,3657.28,0.865461882,0.250588235
8313,2.268,7194.713338,3657.72,0.865477365,0.254117647
8314,2.222,7195.687352,3658.16,0.86549042,0.281176471
8315,2.238,7196.66838,3658.6,0.865504315,0.271764706
8316,2.214,7197.638887,3659.04,0.865516942,0.285882353
8317,2.199,7198.60282,3659.48,0.865528775,0.294705882
8318,2.25,7199.589108,3659.92,0.865543293,0.264705882
8319,2.27,7200.584163,3660.36,0.865558861,0.252941176
8320,2.258,7201.573958,3660.8,0.865573793,0.26
8321,2.255,7202.562438,3661.24,0.865588564,0.261764706
8322,2.298,7203.569767,3661.68,0.865605596,0.236470588
8323,2.332,7204.592,3662.12,0.865624414,0.216470588
8324,2.3,7205.600205,3662.56,0.865641543,0.235294118
8325,2.282,7206.600521,3663,0.86565772,0.245882353
8326,2.262,7207.592069,3663.44,0.86567284,0.257647059
8327,2.23,7208.56959,3663.88,0.865686272,0.276470588
8328,2.286,7209.571659,3664.32,0.865702649,0.243529412
8329,2.296,7210.578111,3664.76,0.865719547,0.237647059
8330,2.246,7211.562646,3665.2,0.865733811,0.267058824
8331,2.252,7212.549811,3665.64,0.865748387,0.263529412
8332,2.33,7213.571167,3666.08,0.865767063,0.217647059
8333,2.362,7214.60655,3666.52,0.865787418,0.198823529
8334,2.346,7215.63492,3666.96,0.865806926,0.208235294
8335,2.3,7216.643126,3667.4,0.86582401,0.235294118
8336,2.306,7217.653961,3667.84,0.865841406,0.231764706
8337,2.274,7218.65077,3668.28,0.865857115,0.250588235
8338,2.263,7219.642757,3668.72,0.865872242,0.257058824
8339,2.312,7220.656222,3669.16,0.865889942,0.228235294
8340,2.32,7221.673195,3669.6,0.865908057,0.223529412
8341,2.354,7222.705072,3670.04,0.865927955,0.203529412
8342,2.36,7223.739578,3670.48,0.865948163,0.2
8343,2.378,7224.781975,3670.92,0.865969313,0.189411765
8344,2.367,7225.81955,3671.36,0.865989879,0.195882353
8345,2.41,7226.875975,3671.8,0.866012699,0.170588235
8346,2.37,7227.914865,3672.24,0.866033413,0.194117647
8347,2.324,7228.933591,3672.68,0.866051706,0.221176471
8348,2.242,7229.916372,3673.12,0.866065689,0.269411765
8349,2.242,7230.899153,3673.56,0.866079669,0.269411765
8350,2.22,7231.872291,3674,0.86609249,0.282352941
8351,2.154,7232.816498,3674.44,0.866101844,0.321176471
8352,2.154,7233.760704,3674.88,0.866111195,0.321176471
8353,2.146,7234.701404,3675.32,0.866120125,0.325882353
8354,2.158,7235.647364,3675.76,0.866129682,0.318823529
8355,2.22,7236.620501,3676.2,0.86614249,0.282352941
8356,2.252,7237.607666,3676.64,0.866156973,0.263529412
8357,2.162,7238.555379,3677.08,0.866166732,0.316470588
8358,2.124,7239.486435,3677.52,0.866174496,0.338823529
8359,2.148,7240.428012,3677.96,0.866183516,0.324705882
8360,2.15,7241.370465,3678.4,0.866192639,0.323529412
8361,2.178,7242.325192,3678.84,0.866203228,0.307058824
8362,2.262,7243.31674,3679.28,0.866218218,0.257647059
8363,2.354,7244.348617,3679.72,0.866238027,0.203529412
8364,2.334,7245.371726,3680.16,0.866256782,0.215294118
8365,2.314,7246.386069,3680.6,0.866274485,0.227058824
8366,2.298,7247.393398,3681.04,0.866291346,0.236470588
8367,2.215,7248.364344,3681.48,0.866303854,0.285294118
8368,2.26,7249.355015,3681.92,0.866318716,0.258823529
8369,2.318,7250.371111,3682.36,0.866336613,0.224705882
8370,2.342,7251.397728,3682.8,0.866355762,0.210588235
8371,2.374,7252.438371,3683.24,0.866376582,0.191764706
8372,2.38,7253.481645,3683.68,0.866397712,0.188235294
8373,2.39,7254.529302,3684.12,0.86641936,0.182352941
8374,2.354,7255.561179,3684.56,0.866439119,0.203529412
8375,2.314,7256.575521,3685,0.866456779,0.227058824
8376,2.326,7257.595124,3685.44,0.866475063,0.22
8377,2.342,7258.62174,3685.88,0.866494179,0.210588235
8378,2.402,7259.674658,3686.32,0.866516431,0.175294118
8379,2.38,7260.717931,3686.76,0.866537526,0.188235294
8380,2.364,7261.754192,3687.2,0.866557779,0.197647059
8381,2.39,7262.801849,3687.64,0.866579388,0.182352941
8382,2.428,7263.866163,3688.08,0.866602978,0.16
8383,2.431,7264.931793,3688.52,0.86662672,0.158235294
8384,2.404,7265.985587,3688.96,0.866649044,0.174117647
8385,2.422,7267.047271,3689.4,0.866672304,0.163529412
8386,2.396,7268.097558,3689.84,0.8666942,0.178823529
8387,2.374,7269.138202,3690.28,0.86671494,0.191764706
8388,2.342,7270.164818,3690.72,0.866734003,0.210588235
8389,2.344,7271.192311,3691.16,0.866753166,0.209411765
8390,2.362,7272.227695,3691.6,0.866773265,0.198823529
8391,2.342,7273.254311,3692.04,0.866792315,0.210588235
8392,2.394,7274.303722,3692.48,0.866814076,0.18
8393,2.364,7275.339982,3692.92,0.866834264,0.197647059
8394,2.376,7276.381502,3693.36,0.866855075,0.190588235
8395,2.376,7277.423022,3693.8,0.866875881,0.190588235
8396,2.368,7278.461036,3694.24,0.866896264,0.195294118
8397,2.38,7279.50431,3694.68,0.866917269,0.188235294
8398,2.366,7280.541446,3695.12,0.866937538,0.196470588
8399,2.36,7281.575953,3695.56,0.866957489,0.2
8400,2.358,7282.609583,3696,0.866977331,0.201176471
8401,2.342,7283.636199,3696.44,0.866996334,0.210588235
8402,2.348,7284.665446,3696.88,0.867015645,0.207058824
8403,2.35,7285.695569,3697.32,0.867035055,0.205882353
8404,2.374,7286.736213,3697.76,0.867055713,0.191764706
8405,2.374,7287.776856,3698.2,0.867076366,0.191764706
8406,2.368,7288.81487,3698.64,0.867096701,0.195294118
8407,2.326,7289.834472,3699.08,0.867114841,0.22
8408,2.34,7290.860212,3699.52,0.867133707,0.211764706
8409,2.366,7291.897349,3699.96,0.867153924,0.196470588
8410,2.358,7292.930979,3700.4,0.867173719,0.201176471
8411,2.35,7293.961102,3700.84,0.867193093,0.205882353
8412,2.362,7294.996485,3701.28,0.867213087,0.198823529
8413,2.366,7296.033622,3701.72,0.867233284,0.196470588
8414,2.356,7297.066375,3702.16,0.867252956,0.202352941
8415,2.356,7298.099129,3702.6,0.867272624,0.202352941
8416,2.354,7299.131005,3703.04,0.867292182,0.203529412
8417,2.324,7300.149731,3703.48,0.867310174,0.221176471
8418,2.334,7301.172841,3703.92,0.867328681,0.215294118
8419,2.346,7302.201211,3704.36,0.86734781,0.208235294
8420,2.354,7303.233087,3704.8,0.86736735,0.203529412
8421,2.396,7304.283374,3705.24,0.867389072,0.178823529
8422,2.414,7305.341552,3705.68,0.867411725,0.168235294
8423,2.392,7306.390086,3706.12,0.867433229,0.181176471
8424,2.404,7307.44388,3706.56,0.867455351,0.174117647
8425,2.408,7308.499427,3707,0.867477677,0.171764706
8426,2.406,7309.554098,3707.44,0.867499893,0.172941176
8427,2.402,7310.607016,3707.88,0.867521896,0.175294118
8428,2.404,7311.66081,3708.32,0.867543997,0.174117647
8429,2.398,7312.711974,3708.76,0.867565782,0.177647059
8430,2.374,7313.752617,3709.2,0.867586313,0.191764706
8431,2.374,7314.793261,3709.64,0.867606839,0.191764706
8432,2.388,7315.840041,3710.08,0.867628088,0.183529412
8433,2.386,7316.885945,3710.52,0.867649229,0.184705882
8434,2.407,7317.941054,3710.96,0.867671455,0.172352941
8435,2.422,7319.002739,3711.4,0.867694456,0.163529412
8436,2.395,7320.052587,3711.84,0.867716049,0.179411765
8437,2.358,7321.086217,3712.28,0.867735714,0.201176471
8438,2.35,7322.116341,3712.72,0.867754959,0.205882353
8439,2.348,7323.145587,3713.16,0.867774095,0.207058824
8440,2.382,7324.189737,3713.6,0.867794993,0.187058824
8441,2.414,7325.247915,3714.04,0.867817547,0.168235294
8442,2.418,7326.307846,3714.48,0.867840304,0.165882353
8443,2.374,7327.34849,3714.92,0.867860771,0.191764706
8444,2.37,7328.38738,3715.36,0.867881026,0.194117647
8445,2.356,7329.420133,3715.8,0.867900549,0.202352941
8446,2.386,7330.466037,3716.24,0.867921624,0.184705882
8447,2.394,7331.515447,3716.68,0.86794311,0.18
8448,2.402,7332.568365,3717.12,0.867965005,0.175294118
8449,2.41,7333.624789,3717.56,0.867987311,0.170588235
8450,2.346,7334.653159,3718,0.868006291,0.208235294
8451,2.362,7335.688542,3718.44,0.868026097,0.198823529
8452,2.354,7336.720419,3718.88,0.868045483,0.203529412
8453,2.342,7337.747035,3719.32,0.868064242,0.210588235
8454,2.34,7338.772775,3719.76,0.868082893,0.211764706
8455,2.32,7339.789747,3720.2,0.868100502,0.223529412
8456,2.31,7340.802336,3720.64,0.868117589,0.229411765
8457,2.204,7341.768461,3721.08,0.868129178,0.291764706
8458,2.186,7342.726694,3721.52,0.868139831,0.302352941
8459,2.216,7343.698078,3721.96,0.868152037,0.284705882
8460,2.236,7344.67823,3722.4,0.868165275,0.272941176
8461,2.342,7345.704846,3722.84,0.868184003,0.210588235
8462,2.396,7346.755133,3723.28,0.868205523,0.178823529
8463,2.358,7347.788763,3723.72,0.86822507,0.201176471
8464,2.35,7348.818886,3724.16,0.868244197,0.205882353
8465,2.348,7349.848133,3724.6,0.868263217,0.207058824
8466,2.346,7350.876503,3725.04,0.868282129,0.208235294
8467,2.38,7351.919776,3725.48,0.868302796,0.188235294
8468,2.384,7352.964803,3725.92,0.868323666,0.185882353
8469,2.326,7353.984406,3726.36,0.868341529,0.22
8470,2.276,7354.982091,3726.8,0.868356799,0.249411765
8471,2.218,7355.954352,3727.24,0.868369065,0.283529412
8472,2.238,7356.93538,3727.68,0.868382363,0.271764706
8473,2.247,7357.920353,3728.12,0.868396123,0.266470588
8474,2.192,7358.881217,3728.56,0.868407035,0.298823529
8475,2.191,7359.841643,3729,0.868417893,0.299411765
8476,2.242,7360.824424,3729.44,0.868431386,0.269411765
8477,2.292,7361.829123,3729.88,0.868447461,0.24
8478,2.374,7362.869766,3730.32,0.868467771,0.191764706
8479,2.33,7363.891123,3730.76,0.868485803,0.217647059
8480,2.27,7364.886178,3731.2,0.868500729,0.252941176
8481,2.218,7365.858439,3731.64,0.868512963,0.283529412
8482,2.198,7366.821933,3732.08,0.868524161,0.295294118
8483,2.202,7367.78718,3732.52,0.868535563,0.292941176
8484,2.204,7368.753304,3732.96,0.868547066,0.291764706
8485,2.182,7369.709784,3733.4,0.868557429,0.304705882
8486,2.204,7370.675908,3733.84,0.868568926,0.291764706
8487,2.148,7371.617485,3734.28,0.868577529,0.324705882
8488,2.172,7372.569582,3734.72,0.868587368,0.310588235
8489,2.182,7373.526062,3735.16,0.868597722,0.304705882
8490,2.194,7374.487802,3735.6,0.868608693,0.297647059
8491,2.186,7375.446036,3736.04,0.868619248,0.302352941
8492,2.19,7376.406023,3736.48,0.868630007,0.3
8493,2.204,7377.372147,3736.92,0.868641487,0.291764706
8494,2.172,7378.324244,3737.36,0.868651312,0.310588235
8495,2.154,7379.268451,3737.8,0.868660206,0.321176471
8496,2.156,7380.213534,3738.24,0.868669201,0.32
8497,2.194,7381.175274,3738.68,0.868680155,0.297647059
